s,kW,kW,kW,kW,kW,kW,kW,kW,kW,kg/s,kg/s
 4.5853027E+001, 0.0000000E+000, 0.0000000E+000,-4.4926583E-010,-5.2584873E-010, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000, 1.2908836E-008,-9.7511455E-010, 0.0000000E+000, 0.0000000E+000
 4.6485481E+001, 0.0000000E+000, 0.0000000E+000,-4.6891182E-010,-5.3270573E-010, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000, 1.2902946E-008,-1.0016176E-009, 0.0000000E+000, 0.0000000E+000
 4.7117939E+001, 0.0000000E+000, 0.0000000E+000,-4.8879610E-010,-5.3953640E-010, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000, 1.2873311E-008,-1.0283325E-009, 0.0000000E+000, 0.0000000E+000
 4.7750393E+001, 0.0000000E+000, 0.0000000E+000,-5.0889867E-010,-5.4634205E-010, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000, 1.2899541E-008,-1.0552407E-009, 0.0000000E+000, 0.0000000E+000
 4.8382847E+001, 0.0000000E+000, 0.0000000E+000,-5.2923315E-010,-5.5317660E-010, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000, 1.2972248E-008,-1.0824097E-009, 0.0000000E+000, 0.0000000E+000
 4.9094360E+001, 0.0000000E+000, 0.0000000E+000,-5.5114197E-010,-5.6035506E-010, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000, 1.2899704E-008,-1.1114970E-009, 0.0000000E+000, 0.0000000E+000
 4.9726818E+001, 0.0000000E+000, 0.0000000E+000,-5.7336274E-010,-5.6760472E-010, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000, 1.2955037E-008,-1.1409675E-009, 0.0000000E+000, 0.0000000E+000
 5.0359272E+001, 0.0000000E+000, 0.0000000E+000,-5.9457034E-010,-5.7439751E-010, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000, 1.2924298E-008,-1.1689678E-009, 0.0000000E+000, 0.0000000E+000
 5.0991726E+001, 0.0000000E+000, 0.0000000E+000,-6.1601258E-010,-5.8110831E-010, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000, 1.3004552E-008,-1.1971209E-009, 0.0000000E+000, 0.0000000E+000
 5.1624184E+001, 0.0000000E+000, 0.0000000E+000,-6.3762946E-010,-5.8777071E-010, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000, 1.2974364E-008,-1.2254002E-009, 0.0000000E+000, 0.0000000E+000
 5.2256638E+001, 0.0000000E+000, 0.0000000E+000,-6.5937093E-010,-5.9438473E-010, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000, 1.2978598E-008,-1.2537557E-009, 0.0000000E+000, 0.0000000E+000
 5.2968151E+001, 0.0000000E+000, 0.0000000E+000,-6.8266581E-010,-6.0134457E-010, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000, 1.3000247E-008,-1.2840104E-009, 0.0000000E+000, 0.0000000E+000
 5.3600605E+001, 0.0000000E+000, 0.0000000E+000,-7.0624446E-010,-6.0814278E-010, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000, 1.3013755E-008,-1.3143872E-009, 0.0000000E+000, 0.0000000E+000
 5.4233063E+001, 0.0000000E+000, 0.0000000E+000,-7.2883995E-010,-6.1450697E-010, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000, 1.2980071E-008,-1.3433469E-009, 0.0000000E+000, 0.0000000E+000
 5.4865517E+001, 0.0000000E+000, 0.0000000E+000,-7.5194657E-010,-6.2078135E-010, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000, 1.3035843E-008,-1.3727279E-009, 0.0000000E+000, 0.0000000E+000
 5.5497974E+001, 0.0000000E+000, 0.0000000E+000,-7.7564346E-010,-6.2701303E-010, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000, 1.3043482E-008,-1.4026565E-009, 0.0000000E+000, 0.0000000E+000
 5.6130428E+001, 0.0000000E+000, 0.0000000E+000,-7.9994516E-010,-6.3320182E-010, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000, 1.3054066E-008,-1.4331470E-009, 0.0000000E+000, 0.0000000E+000
 5.6762882E+001, 0.0000000E+000, 0.0000000E+000,-8.2477891E-010,-6.3938936E-010, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000, 1.3002987E-008,-1.4641683E-009, 0.0000000E+000, 0.0000000E+000
 5.7474396E+001, 0.0000000E+000, 0.0000000E+000,-8.5161173E-010,-6.4593099E-010, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000, 1.3087782E-008,-1.4975427E-009, 0.0000000E+000, 0.0000000E+000
 5.8106853E+001, 0.0000000E+000, 0.0000000E+000,-8.7877470E-010,-6.5253163E-010, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000, 1.3055999E-008,-1.5313063E-009, 0.0000000E+000, 0.0000000E+000
 5.8739307E+001, 0.0000000E+000, 0.0000000E+000,-9.0456706E-010,-6.5870393E-010, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000, 1.3063546E-008,-1.5632710E-009, 0.0000000E+000, 0.0000000E+000
 5.9371761E+001, 0.0000000E+000, 0.0000000E+000,-9.3052313E-010,-6.6490301E-010, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000, 1.3068424E-008,-1.5954261E-009, 0.0000000E+000, 0.0000000E+000
 6.0004219E+001, 0.0000000E+000, 0.0000000E+000,-9.5659834E-010,-6.7110188E-010, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000, 1.3077903E-008,-1.6277002E-009, 0.0000000E+000, 0.0000000E+000
 6.0636673E+001, 0.0000000E+000, 0.0000000E+000,-9.8280634E-010,-6.7731062E-010, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000, 1.3071829E-008,-1.6601170E-009, 0.0000000E+000, 0.0000000E+000
 6.1348186E+001, 0.0000000E+000, 0.0000000E+000,-1.0107588E-009,-6.8396924E-010, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000, 1.3112160E-008,-1.6947280E-009, 0.0000000E+000, 0.0000000E+000
 6.1980640E+001, 0.0000000E+000, 0.0000000E+000,-1.0388030E-009,-6.9053839E-010, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000, 1.3074590E-008,-1.7293414E-009, 0.0000000E+000, 0.0000000E+000
 6.2613098E+001, 0.0000000E+000, 0.0000000E+000,-1.0653066E-009,-6.9676192E-010, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000, 1.3106434E-008,-1.7620685E-009, 0.0000000E+000, 0.0000000E+000
 6.3245552E+001, 0.0000000E+000, 0.0000000E+000,-1.0919621E-009,-7.0299297E-010, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000, 1.3098059E-008,-1.7949550E-009, 0.0000000E+000, 0.0000000E+000
 6.3878010E+001, 0.0000000E+000, 0.0000000E+000,-1.1188440E-009,-7.0921101E-010, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000, 1.3096678E-008,-1.8280550E-009, 0.0000000E+000, 0.0000000E+000
 6.4510468E+001, 0.0000000E+000, 0.0000000E+000,-1.1460106E-009,-7.1542371E-010, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000, 1.3097875E-008,-1.8614343E-009, 0.0000000E+000, 0.0000000E+000
 6.5221977E+001, 0.0000000E+000, 0.0000000E+000,-1.1752836E-009,-7.2199389E-010, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000, 1.3167626E-008,-1.8972775E-009, 0.0000000E+000, 0.0000000E+000
 6.5854431E+001, 0.0000000E+000, 0.0000000E+000,-1.2050386E-009,-7.2864203E-010, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000, 1.3108182E-008,-1.9336807E-009, 0.0000000E+000, 0.0000000E+000
 6.6486885E+001, 0.0000000E+000, 0.0000000E+000,-1.2334967E-009,-7.3485114E-010, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000, 1.3151531E-008,-1.9683479E-009, 0.0000000E+000, 0.0000000E+000
 6.7119347E+001, 0.0000000E+000, 0.0000000E+000,-1.2623859E-009,-7.4107569E-010, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000, 1.3085082E-008,-2.0034616E-009, 0.0000000E+000, 0.0000000E+000
 6.7751801E+001, 0.0000000E+000, 0.0000000E+000,-1.2915480E-009,-7.4733649E-010, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000, 1.3135149E-008,-2.0388845E-009, 0.0000000E+000, 0.0000000E+000
 6.8384254E+001, 0.0000000E+000, 0.0000000E+000,-1.3209628E-009,-7.5364056E-010, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000, 1.3135057E-008,-2.0746034E-009, 0.0000000E+000, 0.0000000E+000
 6.9016708E+001, 0.0000000E+000, 0.0000000E+000,-1.3506033E-009,-7.6000997E-010, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000, 1.3127234E-008,-2.1106132E-009, 0.0000000E+000, 0.0000000E+000
 6.9728226E+001, 0.0000000E+000, 0.0000000E+000,-1.3822573E-009,-7.6683328E-010, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000, 1.3177116E-008,-2.1490906E-009, 0.0000000E+000, 0.0000000E+000
 7.0360680E+001, 0.0000000E+000, 0.0000000E+000,-1.4139969E-009,-7.7355912E-010, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000, 1.3133584E-008,-2.1875560E-009, 0.0000000E+000, 0.0000000E+000
 7.0993134E+001, 0.0000000E+000, 0.0000000E+000,-1.4440457E-009,-7.7992351E-010, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000, 1.3129534E-008,-2.2239692E-009, 0.0000000E+000, 0.0000000E+000
 7.1625587E+001, 0.0000000E+000, 0.0000000E+000,-1.4743173E-009,-7.8629543E-010, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000, 1.3130639E-008,-2.2606127E-009, 0.0000000E+000, 0.0000000E+000
 7.2258041E+001, 0.0000000E+000, 0.0000000E+000,-1.5048972E-009,-7.9264644E-010, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000, 1.3148402E-008,-2.2975437E-009, 0.0000000E+000, 0.0000000E+000
 7.2890503E+001, 0.0000000E+000, 0.0000000E+000,-1.5359501E-009,-7.9896009E-010, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000, 1.3167729E-008,-2.3349102E-009, 0.0000000E+000, 0.0000000E+000
 7.3602013E+001, 0.0000000E+000, 0.0000000E+000,-1.5695205E-009,-8.0561192E-010, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000, 1.3135230E-008,-2.3751324E-009, 0.0000000E+000, 0.0000000E+000
