s,kW,kW,kW,kW,kW,kW,kW,kW,kW,kg/s,kg/s
Time,HRR,Q_RADI,Q_CONV,Q_COND,Q_DIFF,Q_PRES,Q_PART,Q_ENTH,Q_TOTAL,MLR_FUEL,MLR_TOTAL
 1.6194722E+002, 0.0000000E+000, 0.0000000E+000,-2.1291402E-008,-3.1615756E-009, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000, 1.7270872E-008,-2.4452977E-008, 0.0000000E+000, 0.0000000E+000
 1.6256215E+002, 0.0000000E+000, 0.0000000E+000,-2.1243244E-008,-3.1754752E-009, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000, 1.7270367E-008,-2.4418719E-008, 0.0000000E+000, 0.0000000E+000
 1.6323296E+002, 0.0000000E+000, 0.0000000E+000,-2.1220605E-008,-3.1891288E-009, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000, 1.7503070E-008,-2.4409734E-008, 0.0000000E+000, 0.0000000E+000
 1.6384789E+002, 0.0000000E+000, 0.0000000E+000,-2.1215632E-008,-3.2027040E-009, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000, 1.7614169E-008,-2.4418336E-008, 0.0000000E+000, 0.0000000E+000
 1.6451871E+002, 0.0000000E+000, 0.0000000E+000,-2.1218788E-008,-3.2162638E-009, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000, 1.7440769E-008,-2.4435052E-008, 0.0000000E+000, 0.0000000E+000
 1.6513362E+002, 0.0000000E+000, 0.0000000E+000,-2.1223452E-008,-3.2296946E-009, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000, 1.7729085E-008,-2.4453146E-008, 0.0000000E+000, 0.0000000E+000
 1.6580444E+002, 0.0000000E+000, 0.0000000E+000,-2.1219279E-008,-3.2428719E-009, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000, 1.7737352E-008,-2.4462151E-008, 0.0000000E+000, 0.0000000E+000
 1.6641936E+002, 0.0000000E+000, 0.0000000E+000,-2.1212043E-008,-3.2558765E-009, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000, 1.7725488E-008,-2.4467920E-008, 0.0000000E+000, 0.0000000E+000
 1.6709018E+002, 0.0000000E+000, 0.0000000E+000,-2.1225977E-008,-3.2688864E-009, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000, 1.7939528E-008,-2.4494863E-008, 0.0000000E+000, 0.0000000E+000
 1.6770509E+002, 0.0000000E+000, 0.0000000E+000,-2.1279566E-008,-3.2817984E-009, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000, 1.7730978E-008,-2.4561364E-008, 0.0000000E+000, 0.0000000E+000
 1.6837592E+002, 0.0000000E+000, 0.0000000E+000,-2.1380572E-008,-3.2944515E-009, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000, 1.7863169E-008,-2.4675024E-008, 0.0000000E+000, 0.0000000E+000
 1.6899084E+002, 0.0000000E+000, 0.0000000E+000,-2.1525719E-008,-3.3071000E-009, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000, 1.7720755E-008,-2.4832819E-008, 0.0000000E+000, 0.0000000E+000
 1.6966165E+002, 0.0000000E+000, 0.0000000E+000,-2.1709870E-008,-3.3198753E-009, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000, 1.7604245E-008,-2.5029745E-008, 0.0000000E+000, 0.0000000E+000
 1.7033247E+002, 0.0000000E+000, 0.0000000E+000,-2.1926760E-008,-3.3333076E-009, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000, 1.7531705E-008,-2.5260068E-008, 0.0000000E+000, 0.0000000E+000
 1.7094740E+002, 0.0000000E+000, 0.0000000E+000,-2.2144919E-008,-3.3463160E-009, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000, 1.7360861E-008,-2.5491235E-008, 0.0000000E+000, 0.0000000E+000
 1.7161821E+002, 0.0000000E+000, 0.0000000E+000,-2.2361623E-008,-3.3592160E-009, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000, 1.7203884E-008,-2.5720839E-008, 0.0000000E+000, 0.0000000E+000
 1.7223314E+002, 0.0000000E+000, 0.0000000E+000,-2.2574268E-008,-3.3721875E-009, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000, 1.7048486E-008,-2.5946455E-008, 0.0000000E+000, 0.0000000E+000
 1.7290396E+002, 0.0000000E+000, 0.0000000E+000,-2.2788221E-008,-3.3853426E-009, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000, 1.6857669E-008,-2.6173564E-008, 0.0000000E+000, 0.0000000E+000
 1.7351888E+002, 0.0000000E+000, 0.0000000E+000,-2.3011127E-008,-3.3985211E-009, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000, 1.6685184E-008,-2.6409648E-008, 0.0000000E+000, 0.0000000E+000
 1.7418970E+002, 0.0000000E+000, 0.0000000E+000,-2.3248365E-008,-3.4114799E-009, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000, 1.6590067E-008,-2.6659845E-008, 0.0000000E+000, 0.0000000E+000
 1.7480461E+002, 0.0000000E+000, 0.0000000E+000,-2.3502243E-008,-3.4244602E-009, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000, 1.6352741E-008,-2.6926704E-008, 0.0000000E+000, 0.0000000E+000
 1.7547543E+002, 0.0000000E+000, 0.0000000E+000,-2.3772183E-008,-3.4375059E-009, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000, 1.6239340E-008,-2.7209689E-008, 0.0000000E+000, 0.0000000E+000
 1.7609035E+002, 0.0000000E+000, 0.0000000E+000,-2.4051393E-008,-3.4504758E-009, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000, 1.5923178E-008,-2.7501869E-008, 0.0000000E+000, 0.0000000E+000
 1.7676117E+002, 0.0000000E+000, 0.0000000E+000,-2.4329980E-008,-3.4632322E-009, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000, 1.5840367E-008,-2.7793212E-008, 0.0000000E+000, 0.0000000E+000
 1.7737610E+002, 0.0000000E+000, 0.0000000E+000,-2.4593477E-008,-3.4758534E-009, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000, 1.5418645E-008,-2.8069330E-008, 0.0000000E+000, 0.0000000E+000
 1.7804691E+002, 0.0000000E+000, 0.0000000E+000,-2.4835135E-008,-3.4884210E-009, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000, 1.5409116E-008,-2.8323556E-008, 0.0000000E+000, 0.0000000E+000
 1.7871773E+002, 0.0000000E+000, 0.0000000E+000,-2.5064610E-008,-3.5012465E-009, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000, 1.5262647E-008,-2.8565856E-008, 0.0000000E+000, 0.0000000E+000
 1.7933266E+002, 0.0000000E+000, 0.0000000E+000,-2.5267018E-008,-3.5134042E-009, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000, 1.5086959E-008,-2.8780422E-008, 0.0000000E+000, 0.0000000E+000
 1.8000348E+002, 0.0000000E+000, 0.0000000E+000,-2.5453273E-008,-3.5253770E-009, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000, 1.4903415E-008,-2.8978650E-008, 0.0000000E+000, 0.0000000E+000
 1.8061839E+002, 0.0000000E+000, 0.0000000E+000,-2.5624164E-008,-3.5372952E-009, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000, 1.4882874E-008,-2.9161459E-008, 0.0000000E+000, 0.0000000E+000
 1.8128922E+002, 0.0000000E+000, 0.0000000E+000,-2.5779882E-008,-3.5492141E-009, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000, 1.4742369E-008,-2.9329096E-008, 0.0000000E+000, 0.0000000E+000
 1.8190413E+002, 0.0000000E+000, 0.0000000E+000,-2.5923648E-008,-3.5609993E-009, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000, 1.4738803E-008,-2.9484647E-008, 0.0000000E+000, 0.0000000E+000
 1.8257495E+002, 0.0000000E+000, 0.0000000E+000,-2.6055461E-008,-3.5725407E-009, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000, 1.4648830E-008,-2.9628001E-008, 0.0000000E+000, 0.0000000E+000
 1.8318987E+002, 0.0000000E+000, 0.0000000E+000,-2.6174635E-008,-3.5839117E-009, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000, 1.4540398E-008,-2.9758547E-008, 0.0000000E+000, 0.0000000E+000
 1.8386069E+002, 0.0000000E+000, 0.0000000E+000,-2.6281077E-008,-3.5951643E-009, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000, 1.4457934E-008,-2.9876242E-008, 0.0000000E+000, 0.0000000E+000
 1.8447560E+002, 0.0000000E+000, 0.0000000E+000,-2.6371155E-008,-3.6061156E-009, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000, 1.4532257E-008,-2.9977271E-008, 0.0000000E+000, 0.0000000E+000
 1.8514642E+002, 0.0000000E+000, 0.0000000E+000,-2.6442221E-008,-3.6166460E-009, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000, 1.4528565E-008,-3.0058867E-008, 0.0000000E+000, 0.0000000E+000
 1.8576135E+002, 0.0000000E+000, 0.0000000E+000,-2.6490001E-008,-3.6269323E-009, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000, 1.4494015E-008,-3.0116933E-008, 0.0000000E+000, 0.0000000E+000
 1.8643217E+002, 0.0000000E+000, 0.0000000E+000,-2.6510794E-008,-3.6370486E-009, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000, 1.4545052E-008,-3.0147842E-008, 0.0000000E+000, 0.0000000E+000
 1.8710298E+002, 0.0000000E+000, 0.0000000E+000,-2.6504626E-008,-3.6472482E-009, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000, 1.4709569E-008,-3.0151874E-008, 0.0000000E+000, 0.0000000E+000
 1.8771791E+002, 0.0000000E+000, 0.0000000E+000,-2.6477423E-008,-3.6567191E-009, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000, 1.4742590E-008,-3.0134142E-008, 0.0000000E+000, 0.0000000E+000
 1.8838873E+002, 0.0000000E+000, 0.0000000E+000,-2.6431509E-008,-3.6658307E-009, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000, 1.4916952E-008,-3.0097340E-008, 0.0000000E+000, 0.0000000E+000
 1.8900365E+002, 0.0000000E+000, 0.0000000E+000,-2.6376547E-008,-3.6746042E-009, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000, 1.4866025E-008,-3.0051151E-008, 0.0000000E+000, 0.0000000E+000
 1.8967447E+002, 0.0000000E+000, 0.0000000E+000,-2.6325071E-008,-3.6830207E-009, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000, 1.5162513E-008,-3.0008092E-008, 0.0000000E+000, 0.0000000E+000
 1.9028938E+002, 0.0000000E+000, 0.0000000E+000,-2.6279387E-008,-3.6910544E-009, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000, 1.5133910E-008,-2.9970442E-008, 0.0000000E+000, 0.0000000E+000
 1.9096021E+002, 0.0000000E+000, 0.0000000E+000,-2.6225931E-008,-3.6985919E-009, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000, 1.5374928E-008,-2.9924523E-008, 0.0000000E+000, 0.0000000E+000
 1.9157512E+002, 0.0000000E+000, 0.0000000E+000,-2.6154861E-008,-3.7057468E-009, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000, 1.5512736E-008,-2.9860608E-008, 0.0000000E+000, 0.0000000E+000
 1.9224594E+002, 0.0000000E+000, 0.0000000E+000,-2.6075133E-008,-3.7125992E-009, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000, 1.5627605E-008,-2.9787732E-008, 0.0000000E+000, 0.0000000E+000
 1.9286087E+002, 0.0000000E+000, 0.0000000E+000,-2.6004976E-008,-3.7192082E-009, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000, 1.5828519E-008,-2.9724185E-008, 0.0000000E+000, 0.0000000E+000
 1.9353168E+002, 0.0000000E+000, 0.0000000E+000,-2.5971402E-008,-3.7255319E-009, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000, 1.5815030E-008,-2.9696933E-008, 0.0000000E+000, 0.0000000E+000
 1.9414661E+002, 0.0000000E+000, 0.0000000E+000,-2.5987270E-008,-3.7316416E-009, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000, 1.5906897E-008,-2.9718912E-008, 0.0000000E+000, 0.0000000E+000
 1.9481743E+002, 0.0000000E+000, 0.0000000E+000,-2.6058697E-008,-3.7376490E-009, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000, 1.5999678E-008,-2.9796346E-008, 0.0000000E+000, 0.0000000E+000
 1.9548824E+002, 0.0000000E+000, 0.0000000E+000,-2.6189002E-008,-3.7437801E-009, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000, 1.5885314E-008,-2.9932782E-008, 0.0000000E+000, 0.0000000E+000
 1.9610316E+002, 0.0000000E+000, 0.0000000E+000,-2.6356294E-008,-3.7496447E-009, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000, 1.5773617E-008,-3.0105939E-008, 0.0000000E+000, 0.0000000E+000
 1.9677399E+002, 0.0000000E+000, 0.0000000E+000,-2.6560390E-008,-3.7554642E-009, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000, 1.5683138E-008,-3.0315855E-008, 0.0000000E+000, 0.0000000E+000
 1.9738890E+002, 0.0000000E+000, 0.0000000E+000,-2.6790844E-008,-3.7613219E-009, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000, 1.5521066E-008,-3.0552165E-008, 0.0000000E+000, 0.0000000E+000
 1.9805972E+002, 0.0000000E+000, 0.0000000E+000,-2.7036589E-008,-3.7672456E-009, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000, 1.5315230E-008,-3.0803835E-008, 0.0000000E+000, 0.0000000E+000
 1.9867464E+002, 0.0000000E+000, 0.0000000E+000,-2.7283761E-008,-3.7732457E-009, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000, 1.5277224E-008,-3.1057006E-008, 0.0000000E+000, 0.0000000E+000
 1.9934546E+002, 0.0000000E+000, 0.0000000E+000,-2.7507642E-008,-3.7792658E-009, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000, 1.4980989E-008,-3.1286908E-008, 0.0000000E+000, 0.0000000E+000
 1.9996037E+002, 0.0000000E+000, 0.0000000E+000,-2.7693275E-008,-3.7851819E-009, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000, 1.4962767E-008,-3.1478457E-008, 0.0000000E+000, 0.0000000E+000
 2.0063120E+002, 0.0000000E+000, 0.0000000E+000,-2.7837752E-008,-3.7909886E-009, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000, 1.4787490E-008,-3.1628741E-008, 0.0000000E+000, 0.0000000E+000
 2.0124612E+002, 0.0000000E+000, 0.0000000E+000,-2.7943539E-008,-3.7966453E-009, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000, 1.4796167E-008,-3.1740184E-008, 0.0000000E+000, 0.0000000E+000
 2.0191693E+002, 0.0000000E+000, 0.0000000E+000,-2.8010085E-008,-3.8021854E-009, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000, 1.4844064E-008,-3.1812270E-008, 0.0000000E+000, 0.0000000E+000
 2.0253186E+002, 0.0000000E+000, 0.0000000E+000,-2.8043696E-008,-3.8077385E-009, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000, 1.4859020E-008,-3.1851435E-008, 0.0000000E+000, 0.0000000E+000
 2.0320268E+002, 0.0000000E+000, 0.0000000E+000,-2.8060467E-008,-3.8133360E-009, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000, 1.4882764E-008,-3.1873803E-008, 0.0000000E+000, 0.0000000E+000
 2.0387350E+002, 0.0000000E+000, 0.0000000E+000,-2.8088743E-008,-3.8192166E-009, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000, 1.4952354E-008,-3.1907960E-008, 0.0000000E+000, 0.0000000E+000
 2.0448842E+002, 0.0000000E+000, 0.0000000E+000,-2.8142851E-008,-3.8248735E-009, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000, 1.5077872E-008,-3.1967725E-008, 0.0000000E+000, 0.0000000E+000
 2.0515924E+002, 0.0000000E+000, 0.0000000E+000,-2.8215036E-008,-3.8305427E-009, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000, 1.4922331E-008,-3.2045579E-008, 0.0000000E+000, 0.0000000E+000
 2.0577415E+002, 0.0000000E+000, 0.0000000E+000,-2.8291568E-008,-3.8363343E-009, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000, 1.4950840E-008,-3.2127902E-008, 0.0000000E+000, 0.0000000E+000
 2.0644498E+002, 0.0000000E+000, 0.0000000E+000,-2.8362461E-008,-3.8422654E-009, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000, 1.4969882E-008,-3.2204727E-008, 0.0000000E+000, 0.0000000E+000
 2.0705989E+002, 0.0000000E+000, 0.0000000E+000,-2.8414101E-008,-3.8482241E-009, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000, 1.5085824E-008,-3.2262325E-008, 0.0000000E+000, 0.0000000E+000
 2.0773071E+002, 0.0000000E+000, 0.0000000E+000,-2.8433362E-008,-3.8541662E-009, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000, 1.5003549E-008,-3.2287528E-008, 0.0000000E+000, 0.0000000E+000
 2.0834563E+002, 0.0000000E+000, 0.0000000E+000,-2.8408585E-008,-3.8601537E-009, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000, 1.5126148E-008,-3.2268739E-008, 0.0000000E+000, 0.0000000E+000
 2.0901645E+002, 0.0000000E+000, 0.0000000E+000,-2.8343813E-008,-3.8661620E-009, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000, 1.5383605E-008,-3.2209975E-008, 0.0000000E+000, 0.0000000E+000
 2.0963138E+002, 0.0000000E+000, 0.0000000E+000,-2.8255427E-008,-3.8721816E-009, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000, 1.5495319E-008,-3.2127608E-008, 0.0000000E+000, 0.0000000E+000
 2.1030220E+002, 0.0000000E+000, 0.0000000E+000,-2.8159144E-008,-3.8782958E-009, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000, 1.5587690E-008,-3.2037440E-008, 0.0000000E+000, 0.0000000E+000
 2.1091711E+002, 0.0000000E+000, 0.0000000E+000,-2.8072871E-008,-3.8844529E-009, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000, 1.5769452E-008,-3.1957324E-008, 0.0000000E+000, 0.0000000E+000
 2.1158794E+002, 0.0000000E+000, 0.0000000E+000,-2.8007460E-008,-3.8906904E-009, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000, 1.5970697E-008,-3.1898150E-008, 0.0000000E+000, 0.0000000E+000
 2.1225876E+002, 0.0000000E+000, 0.0000000E+000,-2.7950971E-008,-3.8971237E-009, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000, 1.6035428E-008,-3.1848095E-008, 0.0000000E+000, 0.0000000E+000
 2.1287367E+002, 0.0000000E+000, 0.0000000E+000,-2.7908778E-008,-3.9032145E-009, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000, 1.6198258E-008,-3.1811993E-008, 0.0000000E+000, 0.0000000E+000
 2.1354449E+002, 0.0000000E+000, 0.0000000E+000,-2.7882965E-008,-3.9091438E-009, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000, 1.6342597E-008,-3.1792109E-008, 0.0000000E+000, 0.0000000E+000
 2.1415941E+002, 0.0000000E+000, 0.0000000E+000,-2.7883905E-008,-3.9149724E-009, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000, 1.6337028E-008,-3.1798878E-008, 0.0000000E+000, 0.0000000E+000
 2.1483023E+002, 0.0000000E+000, 0.0000000E+000,-2.7907965E-008,-3.9206839E-009, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000, 1.6475877E-008,-3.1828649E-008, 0.0000000E+000, 0.0000000E+000
 2.1544514E+002, 0.0000000E+000, 0.0000000E+000,-2.7951282E-008,-3.9261644E-009, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000, 1.6511579E-008,-3.1877447E-008, 0.0000000E+000, 0.0000000E+000
 2.1611597E+002, 0.0000000E+000, 0.0000000E+000,-2.8011045E-008,-3.9313337E-009, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000, 1.6462688E-008,-3.1942379E-008, 0.0000000E+000, 0.0000000E+000
 2.1673090E+002, 0.0000000E+000, 0.0000000E+000,-2.8089264E-008,-3.9361923E-009, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000, 1.6440585E-008,-3.2025456E-008, 0.0000000E+000, 0.0000000E+000
 2.1740170E+002, 0.0000000E+000, 0.0000000E+000,-2.8189654E-008,-3.9407921E-009, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000, 1.6441689E-008,-3.2130446E-008, 0.0000000E+000, 0.0000000E+000
 2.1801663E+002, 0.0000000E+000, 0.0000000E+000,-2.8315479E-008,-3.9452077E-009, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000, 1.6361071E-008,-3.2260686E-008, 0.0000000E+000, 0.0000000E+000
 2.1868745E+002, 0.0000000E+000, 0.0000000E+000,-2.8457565E-008,-3.9494835E-009, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000, 1.6308062E-008,-3.2407049E-008, 0.0000000E+000, 0.0000000E+000
 2.1930237E+002, 0.0000000E+000, 0.0000000E+000,-2.8602433E-008,-3.9536607E-009, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000, 1.6291402E-008,-3.2556094E-008, 0.0000000E+000, 0.0000000E+000
 2.1997319E+002, 0.0000000E+000, 0.0000000E+000,-2.8743279E-008,-3.9578233E-009, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000, 1.6207755E-008,-3.2701103E-008, 0.0000000E+000, 0.0000000E+000
 2.2064401E+002, 0.0000000E+000, 0.0000000E+000,-2.8879092E-008,-3.9621459E-009, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000, 1.6186409E-008,-3.2841238E-008, 0.0000000E+000, 0.0000000E+000
 2.2125893E+002, 0.0000000E+000, 0.0000000E+000,-2.8988921E-008,-3.9663877E-009, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000, 1.6108521E-008,-3.2955309E-008, 0.0000000E+000, 0.0000000E+000
 2.2192975E+002, 0.0000000E+000, 0.0000000E+000,-2.9081986E-008,-3.9706692E-009, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000, 1.6056774E-008,-3.3052655E-008, 0.0000000E+000, 0.0000000E+000
 2.2254466E+002, 0.0000000E+000, 0.0000000E+000,-2.9170213E-008,-3.9749982E-009, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000, 1.6015376E-008,-3.3145211E-008, 0.0000000E+000, 0.0000000E+000
 2.2321548E+002, 0.0000000E+000, 0.0000000E+000,-2.9282286E-008,-3.9794594E-009, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000, 1.6070483E-008,-3.3261745E-008, 0.0000000E+000, 0.0000000E+000
 2.2383040E+002, 0.0000000E+000, 0.0000000E+000,-2.9434872E-008,-3.9839283E-009, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000, 1.5905193E-008,-3.3418800E-008, 0.0000000E+000, 0.0000000E+000
 2.2450122E+002, 0.0000000E+000, 0.0000000E+000,-2.9623630E-008,-3.9883364E-009, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000, 1.6006100E-008,-3.3611967E-008, 0.0000000E+000, 0.0000000E+000
 2.2511615E+002, 0.0000000E+000, 0.0000000E+000,-2.9826648E-008,-3.9927459E-009, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000, 1.5585434E-008,-3.3819394E-008, 0.0000000E+000, 0.0000000E+000
 2.2578696E+002, 0.0000000E+000, 0.0000000E+000,-3.0026493E-008,-3.9970914E-009, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000, 1.5595500E-008,-3.4023584E-008, 0.0000000E+000, 0.0000000E+000
 2.2640189E+002, 0.0000000E+000, 0.0000000E+000,-3.0219091E-008,-4.0012432E-009, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000, 1.5450450E-008,-3.4220334E-008, 0.0000000E+000, 0.0000000E+000
 2.2707271E+002, 0.0000000E+000, 0.0000000E+000,-3.0396561E-008,-4.0051737E-009, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000, 1.5408769E-008,-3.4401735E-008, 0.0000000E+000, 0.0000000E+000
 2.2768762E+002, 0.0000000E+000, 0.0000000E+000,-3.0551284E-008,-4.0090695E-009, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000, 1.5289719E-008,-3.4560353E-008, 0.0000000E+000, 0.0000000E+000
 2.2835844E+002, 0.0000000E+000, 0.0000000E+000,-3.0695450E-008,-4.0130459E-009, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000, 1.5148803E-008,-3.4708496E-008, 0.0000000E+000, 0.0000000E+000
 2.2902927E+002, 0.0000000E+000, 0.0000000E+000,-3.0851259E-008,-4.0172435E-009, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000, 1.5163728E-008,-3.4868502E-008, 0.0000000E+000, 0.0000000E+000
 2.2964418E+002, 0.0000000E+000, 0.0000000E+000,-3.1013833E-008,-4.0213332E-009, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000, 1.5040009E-008,-3.5035166E-008, 0.0000000E+000, 0.0000000E+000
 2.3031500E+002, 0.0000000E+000, 0.0000000E+000,-3.1185677E-008,-4.0254361E-009, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000, 1.4911572E-008,-3.5211113E-008, 0.0000000E+000, 0.0000000E+000
 2.3092992E+002, 0.0000000E+000, 0.0000000E+000,-3.1359403E-008,-4.0295193E-009, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000, 1.4964660E-008,-3.5388922E-008, 0.0000000E+000, 0.0000000E+000
 2.3160074E+002, 0.0000000E+000, 0.0000000E+000,-3.1530892E-008,-4.0336027E-009, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000, 1.4742195E-008,-3.5564494E-008, 0.0000000E+000, 0.0000000E+000
 2.3221565E+002, 0.0000000E+000, 0.0000000E+000,-3.1700092E-008,-4.0376762E-009, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000, 1.4691095E-008,-3.5737768E-008, 0.0000000E+000, 0.0000000E+000
 2.3288647E+002, 0.0000000E+000, 0.0000000E+000,-3.1860385E-008,-4.0417398E-009, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000, 1.4478412E-008,-3.5902125E-008, 0.0000000E+000, 0.0000000E+000
 2.3350140E+002, 0.0000000E+000, 0.0000000E+000,-3.2014537E-008,-4.0456732E-009, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000, 1.4544752E-008,-3.6060210E-008, 0.0000000E+000, 0.0000000E+000
 2.3417223E+002, 0.0000000E+000, 0.0000000E+000,-3.2174261E-008,-4.0494823E-009, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000, 1.4359015E-008,-3.6223743E-008, 0.0000000E+000, 0.0000000E+000
 2.3478714E+002, 0.0000000E+000, 0.0000000E+000,-3.2336013E-008,-4.0532763E-009, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000, 1.4354298E-008,-3.6389289E-008, 0.0000000E+000, 0.0000000E+000
 2.3545796E+002, 0.0000000E+000, 0.0000000E+000,-3.2480229E-008,-4.0569440E-009, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000, 1.4179746E-008,-3.6537173E-008, 0.0000000E+000, 0.0000000E+000
