s,kW,kW,kW,kW,kW,kW,kW,kW,kW,kg/s,kg/s
 4.5853027E+001, 0.0000000E+000, 0.0000000E+000,-4.4974968E-010,-4.9547322E-010, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000, 1.2888957E-008,-9.4522290E-010, 0.0000000E+000, 0.0000000E+000
 4.6485481E+001, 0.0000000E+000, 0.0000000E+000,-4.6956848E-010,-5.0166170E-010, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000, 1.2928899E-008,-9.7123018E-010, 0.0000000E+000, 0.0000000E+000
 4.7117939E+001, 0.0000000E+000, 0.0000000E+000,-4.8964739E-010,-5.0782702E-010, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000, 1.2953749E-008,-9.9747442E-010, 0.0000000E+000, 0.0000000E+000
 4.7750393E+001, 0.0000000E+000, 0.0000000E+000,-5.0997278E-010,-5.1394655E-010, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000, 1.2924850E-008,-1.0239193E-009, 0.0000000E+000, 0.0000000E+000
 4.8382847E+001, 0.0000000E+000, 0.0000000E+000,-5.3052463E-010,-5.2001407E-010, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000, 1.2958350E-008,-1.0505387E-009, 0.0000000E+000, 0.0000000E+000
 4.9094360E+001, 0.0000000E+000, 0.0000000E+000,-5.5263990E-010,-5.2637146E-010, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000, 1.2970305E-008,-1.0790114E-009, 0.0000000E+000, 0.0000000E+000
 4.9726818E+001, 0.0000000E+000, 0.0000000E+000,-5.7502439E-010,-5.3276091E-010, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000, 1.3006761E-008,-1.1077853E-009, 0.0000000E+000, 0.0000000E+000
 5.0359272E+001, 0.0000000E+000, 0.0000000E+000,-5.9632293E-010,-5.3870288E-010, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000, 1.2998201E-008,-1.1350258E-009, 0.0000000E+000, 0.0000000E+000
 5.0991726E+001, 0.0000000E+000, 0.0000000E+000,-6.1775063E-010,-5.4462663E-010, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000, 1.2993232E-008,-1.1623773E-009, 0.0000000E+000, 0.0000000E+000
 5.1624184E+001, 0.0000000E+000, 0.0000000E+000,-6.3931748E-010,-5.5050780E-010, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000, 1.3034463E-008,-1.1898253E-009, 0.0000000E+000, 0.0000000E+000
 5.2256638E+001, 0.0000000E+000, 0.0000000E+000,-6.6097709E-010,-5.5637773E-010, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000, 1.2996821E-008,-1.2173548E-009, 0.0000000E+000, 0.0000000E+000
 5.2968151E+001, 0.0000000E+000, 0.0000000E+000,-6.8416830E-010,-5.6262183E-010, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000, 1.3018899E-008,-1.2467901E-009, 0.0000000E+000, 0.0000000E+000
 5.3600605E+001, 0.0000000E+000, 0.0000000E+000,-7.0773604E-010,-5.6877012E-010, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000, 1.3057748E-008,-1.2765062E-009, 0.0000000E+000, 0.0000000E+000
 5.4233063E+001, 0.0000000E+000, 0.0000000E+000,-7.3046976E-010,-5.7458324E-010, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000, 1.3074314E-008,-1.3050530E-009, 0.0000000E+000, 0.0000000E+000
 5.4865517E+001, 0.0000000E+000, 0.0000000E+000,-7.5379739E-010,-5.8042206E-010, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000, 1.3061429E-008,-1.3342195E-009, 0.0000000E+000, 0.0000000E+000
 5.5497974E+001, 0.0000000E+000, 0.0000000E+000,-7.7773711E-010,-5.8628315E-010, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000, 1.3098335E-008,-1.3640203E-009, 0.0000000E+000, 0.0000000E+000
 5.6130428E+001, 0.0000000E+000, 0.0000000E+000,-8.0233167E-010,-5.9219164E-010, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000, 1.3076247E-008,-1.3945233E-009, 0.0000000E+000, 0.0000000E+000
 5.6762882E+001, 0.0000000E+000, 0.0000000E+000,-8.2749193E-010,-5.9815488E-010, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000, 1.3054250E-008,-1.4256468E-009, 0.0000000E+000, 0.0000000E+000
 5.7474396E+001, 0.0000000E+000, 0.0000000E+000,-8.5467036E-010,-6.0449933E-010, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000, 1.3132449E-008,-1.4591697E-009, 0.0000000E+000, 0.0000000E+000
 5.8106853E+001, 0.0000000E+000, 0.0000000E+000,-8.8208981E-010,-6.1096247E-010, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000, 1.3085266E-008,-1.4930523E-009, 0.0000000E+000, 0.0000000E+000
 5.8739307E+001, 0.0000000E+000, 0.0000000E+000,-9.0807953E-010,-6.1701991E-010, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000, 1.3105237E-008,-1.5250994E-009, 0.0000000E+000, 0.0000000E+000
 5.9371761E+001, 0.0000000E+000, 0.0000000E+000,-9.3421477E-010,-6.2306658E-010, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000, 1.3145364E-008,-1.5572813E-009, 0.0000000E+000, 0.0000000E+000
 6.0004219E+001, 0.0000000E+000, 0.0000000E+000,-9.6045460E-010,-6.2907860E-010, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000, 1.3122540E-008,-1.5895332E-009, 0.0000000E+000, 0.0000000E+000
 6.0636673E+001, 0.0000000E+000, 0.0000000E+000,-9.8679175E-010,-6.3505529E-010, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000, 1.3133584E-008,-1.6218470E-009, 0.0000000E+000, 0.0000000E+000
 6.1348186E+001, 0.0000000E+000, 0.0000000E+000,-1.0147778E-009,-6.4143914E-010, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000, 1.3139648E-008,-1.6562170E-009, 0.0000000E+000, 0.0000000E+000
 6.1980640E+001, 0.0000000E+000, 0.0000000E+000,-1.0428066E-009,-6.4772473E-010, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000, 1.3132480E-008,-1.6905314E-009, 0.0000000E+000, 0.0000000E+000
 6.2613098E+001, 0.0000000E+000, 0.0000000E+000,-1.0694030E-009,-6.5368407E-010, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000, 1.3145180E-008,-1.7230870E-009, 0.0000000E+000, 0.0000000E+000
 6.3245552E+001, 0.0000000E+000, 0.0000000E+000,-1.0962749E-009,-6.5965180E-010, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000, 1.3158985E-008,-1.7559267E-009, 0.0000000E+000, 0.0000000E+000
 6.3878010E+001, 0.0000000E+000, 0.0000000E+000,-1.1234888E-009,-6.6560319E-010, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000, 1.3162943E-008,-1.7890920E-009, 0.0000000E+000, 0.0000000E+000
 6.4510468E+001, 0.0000000E+000, 0.0000000E+000,-1.1509355E-009,-6.7155881E-010, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000, 1.3135701E-008,-1.8224943E-009, 0.0000000E+000, 0.0000000E+000
 6.5221977E+001, 0.0000000E+000, 0.0000000E+000,-1.1803140E-009,-6.7784222E-010, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000, 1.3218266E-008,-1.8581562E-009, 0.0000000E+000, 0.0000000E+000
 6.5854431E+001, 0.0000000E+000, 0.0000000E+000,-1.2100882E-009,-6.8419038E-010, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000, 1.3141775E-008,-1.8942785E-009, 0.0000000E+000, 0.0000000E+000
 6.6486885E+001, 0.0000000E+000, 0.0000000E+000,-1.2386745E-009,-6.9014382E-010, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000, 1.3199481E-008,-1.9288183E-009, 0.0000000E+000, 0.0000000E+000
 6.7119347E+001, 0.0000000E+000, 0.0000000E+000,-1.2678529E-009,-6.9612953E-010, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000, 1.3161746E-008,-1.9639824E-009, 0.0000000E+000, 0.0000000E+000
 6.7751801E+001, 0.0000000E+000, 0.0000000E+000,-1.2972969E-009,-7.0214188E-010, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000, 1.3202794E-008,-1.9994388E-009, 0.0000000E+000, 0.0000000E+000
 6.8384254E+001, 0.0000000E+000, 0.0000000E+000,-1.3269164E-009,-7.0814914E-010, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000, 1.3207396E-008,-2.0350655E-009, 0.0000000E+000, 0.0000000E+000
 6.9016708E+001, 0.0000000E+000, 0.0000000E+000,-1.3567351E-009,-7.1417723E-010, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000, 1.3193959E-008,-2.0709123E-009, 0.0000000E+000, 0.0000000E+000
 6.9728226E+001, 0.0000000E+000, 0.0000000E+000,-1.3887520E-009,-7.2065655E-010, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000, 1.3192251E-008,-2.1094086E-009, 0.0000000E+000, 0.0000000E+000
 7.0360680E+001, 0.0000000E+000, 0.0000000E+000,-1.4209099E-009,-7.2706127E-010, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000, 1.3206475E-008,-2.1479712E-009, 0.0000000E+000, 0.0000000E+000
 7.0993134E+001, 0.0000000E+000, 0.0000000E+000,-1.4512707E-009,-7.3314863E-010, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000, 1.3207764E-008,-2.1844193E-009, 0.0000000E+000, 0.0000000E+000
 7.1625587E+001, 0.0000000E+000, 0.0000000E+000,-1.4818470E-009,-7.3921213E-010, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000, 1.3199020E-008,-2.2210591E-009, 0.0000000E+000, 0.0000000E+000
 7.2258041E+001, 0.0000000E+000, 0.0000000E+000,-1.5126398E-009,-7.4526779E-010, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000, 1.3246050E-008,-2.2579075E-009, 0.0000000E+000, 0.0000000E+000
 7.2890503E+001, 0.0000000E+000, 0.0000000E+000,-1.5436799E-009,-7.5133924E-010, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000, 1.3180337E-008,-2.2950191E-009, 0.0000000E+000, 0.0000000E+000
 7.3602013E+001, 0.0000000E+000, 0.0000000E+000,-1.5772321E-009,-7.5777296E-010, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000, 1.3225629E-008,-2.3350050E-009, 0.0000000E+000, 0.0000000E+000
