Rank,MAIN,DIVG,MASS,VELO,PRES,WALL,DUMP,PART,RADI,FIRE,COMM,EVAC,HVAC,GEOM,Total T_USED (s)
    0, 4.467E+02, 6.710E+03, 9.725E+02, 1.523E+04, 5.820E+03, 1.426E+02, 1.783E+02, 0.000E+00, 3.081E-02, 0.000E+00, 1.495E+04, 0.000E+00, 0.000E+00, 0.000E+00, 4.445E+04
    1, 5.119E+02, 7.127E+03, 1.152E+03, 1.998E+04, 5.798E+03, 2.893E+02, 1.135E+02, 0.000E+00, 6.861E-02, 0.000E+00, 9.480E+03, 0.000E+00, 0.000E+00, 0.000E+00, 4.445E+04
