s,Pa,Pa,m/s,m/s,m/s,m3/s
 1.7550641E+001,-6.5184829E-003, 9.2883434E-006, 1.2059949E-001,-1.8518109E-003, 1.4507533E-003, 9.0000000E-001
 1.8183097E+001,-6.6636718E-003, 9.4198625E-006, 1.2205046E-001,-1.5439857E-003,-2.9822936E-004, 9.0000000E-001
 1.8815552E+001,-6.8040783E-003, 9.5854515E-006, 1.2305720E-001,-1.0437699E-003,-1.9835026E-003, 9.0000000E-001
 1.9448008E+001,-6.9388623E-003, 9.7633846E-006, 1.2353906E-001,-4.3157649E-004,-3.4389038E-003, 9.0000000E-001
 2.0080463E+001,-7.0613132E-003, 9.9294150E-006, 1.2346521E-001, 2.0040253E-004,-4.5299488E-003, 9.0000000E-001
 2.0712919E+001,-7.1658105E-003, 1.0061591E-005, 1.2285955E-001, 7.6295984E-004,-5.1747745E-003, 9.0000000E-001
 2.1345374E+001,-7.2523146E-003, 1.0144886E-005, 1.2179722E-001, 1.1815495E-003,-5.3518330E-003, 9.0000000E-001
 2.1977830E+001,-7.3245923E-003, 1.0173803E-005, 1.2039552E-001, 1.4048709E-003,-5.0973580E-003, 9.0000000E-001
 2.2610285E+001,-7.3867838E-003, 1.0151949E-005, 1.1880574E-001, 1.4091441E-003,-4.4958927E-003, 9.0000000E-001
 2.3242741E+001,-7.4424565E-003, 1.0089548E-005, 1.1718836E-001, 1.2012342E-003,-3.6632361E-003, 9.0000000E-001
 2.3875196E+001,-7.4939081E-003, 1.0000427E-005, 1.1568638E-001, 8.1715329E-004,-2.7266587E-003, 9.0000000E-001
 2.4665766E+001,-7.5484174E-003, 9.8863343E-006, 1.1427882E-001, 2.4736606E-004,-1.7019338E-003, 9.0000000E-001
 2.5298221E+001,-7.6013850E-003, 9.7747615E-006, 1.1324551E-001,-3.6653677E-004,-8.3545260E-004, 9.0000000E-001
 2.5930677E+001,-7.6494060E-003, 9.6885785E-006, 1.1269881E-001,-8.6561531E-004,-2.9025045E-004, 9.0000000E-001
 2.6563132E+001,-7.7001794E-003, 9.6202422E-006, 1.1249332E-001,-1.2531024E-003, 5.7744380E-006, 9.0000000E-001
 2.7195588E+001,-7.7548412E-003, 9.5714398E-006, 1.1259561E-001,-1.4858176E-003, 5.2928354E-005, 9.0000000E-001
 2.7828043E+001,-7.8139357E-003, 9.5406879E-006, 1.1294880E-001,-1.5468321E-003,-1.1270223E-004, 9.0000000E-001
 2.8460499E+001,-7.8768652E-003, 9.5241565E-006, 1.1347858E-001,-1.4462675E-003,-4.2436711E-004, 9.0000000E-001
 2.9092954E+001,-7.9423792E-003, 9.5165764E-006, 1.1409949E-001,-1.2182458E-003,-7.9279987E-004, 9.0000000E-001
 2.9725410E+001,-8.0086598E-003, 9.5120949E-006, 1.1472393E-001,-9.1473503E-004,-1.1183411E-003, 9.0000000E-001
 3.0357866E+001,-8.0732653E-003, 9.5049553E-006, 1.1527014E-001,-5.9651586E-004,-1.3052141E-003, 9.0000000E-001
 3.0990321E+001,-8.1336457E-003, 9.4901971E-006, 1.1566844E-001,-3.2337433E-004,-1.2756812E-003, 9.0000000E-001
 3.1622777E+001,-8.1883311E-003, 9.4647144E-006, 1.1586745E-001,-1.4521891E-004,-9.8178900E-004, 9.0000000E-001
 3.2255232E+001,-8.2369543E-003, 9.4284304E-006, 1.1583973E-001,-9.4753590E-005,-4.1410447E-004, 9.0000000E-001
 3.3045802E+001,-8.2845637E-003, 9.3792905E-006, 1.1553405E-001,-2.0557356E-004, 5.1294904E-004, 9.0000000E-001
 3.3678257E+001,-8.3259520E-003, 9.3309288E-006, 1.1499279E-001,-4.6344149E-004, 1.6300274E-003, 9.0000000E-001
 3.4310713E+001,-8.3578412E-003, 9.2984575E-006, 1.1436451E-001,-7.7884684E-004, 2.6691404E-003, 9.0000000E-001
 3.4943168E+001,-8.3860718E-003, 9.2835135E-006, 1.1367391E-001,-1.1145234E-003, 3.6213637E-003, 9.0000000E-001
 3.5575624E+001,-8.4120548E-003, 9.2896015E-006, 1.1299499E-001,-1.4065823E-003, 4.3674565E-003, 9.0000000E-001
 3.6208079E+001,-8.4373746E-003, 9.3150133E-006, 1.1239685E-001,-1.5946097E-003, 4.8081820E-003, 9.0000000E-001
 3.6840535E+001,-8.4633789E-003, 9.3529087E-006, 1.1193622E-001,-1.6320046E-003, 4.8780832E-003, 9.0000000E-001
 3.7472990E+001,-8.4910150E-003, 9.3929617E-006, 1.1165311E-001,-1.4943563E-003, 4.5538061E-003, 9.0000000E-001
 3.8105446E+001,-8.5202897E-003, 9.4241193E-006, 1.1156849E-001,-1.1846464E-003, 3.8570380E-003, 9.0000000E-001
 3.8737901E+001,-8.5500495E-003, 9.4377497E-006, 1.1168374E-001,-7.3398597E-004, 2.8521675E-003, 9.0000000E-001
 3.9370357E+001,-8.5783652E-003, 9.4301878E-006, 1.1198187E-001,-1.9755934E-004, 1.6388877E-003, 9.0000000E-001
 4.0002812E+001,-8.6028581E-003, 9.4036147E-006, 1.1242975E-001, 3.5364671E-004, 3.4045831E-004, 9.0000000E-001
 4.0635268E+001,-8.6213667E-003, 9.3649488E-006, 1.1298193E-001, 8.4283527E-004,-9.0989963E-004, 9.0000000E-001
 4.1425837E+001,-8.6332616E-003, 9.3183171E-006, 1.1366109E-001, 1.2241535E-003,-2.0919325E-003, 9.0000000E-001
 4.2058293E+001,-8.6363149E-003, 9.2782767E-006, 1.1432469E-001, 1.3632396E-003,-2.9100654E-003, 9.0000000E-001
 4.2690748E+001,-8.6325534E-003, 9.2526632E-006, 1.1483822E-001, 1.2358707E-003,-3.2306980E-003, 9.0000000E-001
 4.3323204E+001,-8.6248568E-003, 9.2353098E-006, 1.1523343E-001, 8.7641527E-004,-3.1467786E-003, 9.0000000E-001
 4.3955659E+001,-8.6150164E-003, 9.2221624E-006, 1.1547975E-001, 3.1580661E-004,-2.6784345E-003, 9.0000000E-001
 4.4588115E+001,-8.6040554E-003, 9.2085253E-006, 1.1556359E-001,-3.8808877E-004,-1.8878942E-003, 9.0000000E-001
 4.5220571E+001,-8.5921738E-003, 9.1913047E-006, 1.1548975E-001,-1.1567200E-003,-8.7074721E-004, 9.0000000E-001
 4.5853026E+001,-8.5787590E-003, 9.1702433E-006, 1.1528143E-001,-1.9000675E-003, 2.5622551E-004, 9.0000000E-001
 4.6485482E+001,-8.5626861E-003, 9.1475592E-006, 1.1497790E-001,-2.5275514E-003, 1.3688065E-003, 9.0000000E-001
 4.7117937E+001,-8.5430158E-003, 9.1264498E-006, 1.1463000E-001,-2.9590024E-003, 2.3489063E-003, 9.0000000E-001
 4.7750393E+001,-8.5196480E-003, 9.1092833E-006, 1.1429419E-001,-3.1350282E-003, 3.0971767E-003, 9.0000000E-001
 4.8382848E+001,-8.4933530E-003, 9.0962378E-006, 1.1402622E-001,-3.0256104E-003, 3.5433629E-003, 9.0000000E-001
 4.9173418E+001,-8.4620843E-003, 9.0838029E-006, 1.1386982E-001,-2.5625766E-003, 3.6349217E-003, 9.0000000E-001
 4.9805873E+001,-8.4307101E-003, 9.0694860E-006, 1.1390358E-001,-1.8143815E-003, 3.3246416E-003, 9.0000000E-001
 5.0438329E+001,-8.4032447E-003, 9.0521559E-006, 1.1412266E-001,-9.8068290E-004, 2.7406676E-003, 9.0000000E-001
 5.1070784E+001,-8.3757102E-003, 9.0296550E-006, 1.1451396E-001,-9.3432457E-005, 1.9485518E-003, 9.0000000E-001
 5.1703240E+001,-8.3471550E-003, 9.0027638E-006, 1.1505544E-001, 7.4167836E-004, 1.0400440E-003, 9.0000000E-001
 5.2335695E+001,-8.3165302E-003, 8.9728985E-006, 1.1570816E-001, 1.4240346E-003, 1.1515620E-004, 9.0000000E-001
 5.2968151E+001,-8.2833033E-003, 8.9408253E-006, 1.1642021E-001, 1.8715896E-003,-7.2935122E-004, 9.0000000E-001
 5.3600606E+001,-8.2480068E-003, 8.9058726E-006, 1.1713223E-001, 2.0321467E-003,-1.4109170E-003, 9.0000000E-001
 5.4233062E+001,-8.2123954E-003, 8.8662077E-006, 1.1778379E-001, 1.8907680E-003,-1.8695827E-003, 9.0000000E-001
 5.4865517E+001,-8.1789686E-003, 8.8200623E-006, 1.1831982E-001, 1.4723078E-003,-2.0734949E-003, 9.0000000E-001
 5.5497973E+001,-8.1502584E-003, 8.7673064E-006, 1.1869685E-001, 8.3863013E-004,-2.0212071E-003, 9.0000000E-001
 5.6130428E+001,-8.1279007E-003, 8.7106369E-006, 1.1888794E-001, 8.0998099E-005,-1.7404256E-003, 9.0000000E-001
 5.6762884E+001,-8.1122189E-003, 8.6559225E-006, 1.1888583E-001,-6.9148135E-004,-1.2835763E-003, 9.0000000E-001
 5.7553453E+001,-8.1014257E-003, 8.6073811E-006, 1.1866688E-001,-1.4333783E-003,-6.4633827E-004, 9.0000000E-001
 5.8185909E+001,-8.0951446E-003, 8.5827108E-006, 1.1827688E-001,-1.9200393E-003, 1.2404206E-005, 9.0000000E-001
 5.8818364E+001,-8.0912566E-003, 8.5888674E-006, 1.1783818E-001,-2.0442331E-003, 5.3006765E-004, 9.0000000E-001
 5.9450820E+001,-8.0872887E-003, 8.6224253E-006, 1.1738180E-001,-1.8503384E-003, 9.1948681E-004, 9.0000000E-001
 6.0083276E+001,-8.0825539E-003, 8.6794304E-006, 1.1697484E-001,-1.3520343E-003, 1.1414716E-003, 9.0000000E-001
 6.0715731E+001,-8.0771876E-003, 8.7517465E-006, 1.1668020E-001,-6.0535989E-004, 1.1830517E-003, 9.0000000E-001
 6.1348187E+001,-8.0718948E-003, 8.8290282E-006, 1.1654961E-001, 2.9759407E-004, 1.0578874E-003, 9.0000000E-001
 6.1980642E+001,-8.0673760E-003, 8.9009733E-006, 1.1661735E-001, 1.2398962E-003, 8.0326486E-004, 9.0000000E-001
 6.2613098E+001,-8.0640365E-003, 8.9591208E-006, 1.1689502E-001, 2.0951146E-003, 4.7385209E-004, 9.0000000E-001
 6.3245553E+001,-8.0618033E-003, 8.9977542E-006, 1.1736875E-001, 2.7445958E-003, 1.3288596E-004, 9.0000000E-001
 6.3878009E+001,-8.0601858E-003, 9.0137719E-006, 1.1799915E-001, 3.0940031E-003,-1.5746113E-004, 9.0000000E-001
 6.4510464E+001,-8.0584125E-003, 9.0059047E-006, 1.1872416E-001, 3.0865222E-003,-3.4490991E-004, 9.0000000E-001
 6.5301034E+001,-8.0552291E-003, 8.9676320E-006, 1.1955274E-001, 2.6315379E-003,-3.8544479E-004, 9.0000000E-001
 6.5933489E+001,-8.0502971E-003, 8.9004240E-006, 1.2028384E-001, 1.7822322E-003,-2.3840948E-004, 9.0000000E-001
 6.6565945E+001,-8.0443579E-003, 8.8163961E-006, 1.2075531E-001, 7.7352924E-004, 4.8890763E-005, 9.0000000E-001
 6.7198400E+001,-8.0373267E-003, 8.7130103E-006, 1.2099456E-001,-3.4617008E-004, 4.5010867E-004, 9.0000000E-001
 6.7830856E+001,-8.0296065E-003, 8.5956194E-006, 1.2096166E-001,-1.4437355E-003, 9.2080943E-004, 9.0000000E-001
 6.8463311E+001,-8.0214795E-003, 8.4722512E-006, 1.2064591E-001,-2.3872986E-003, 1.4075056E-003, 9.0000000E-001
 6.9095767E+001,-8.0129649E-003, 8.3531263E-006, 1.2006809E-001,-3.0643576E-003, 1.8546548E-003, 9.0000000E-001
 6.9728222E+001,-8.0038800E-003, 8.2493601E-006, 1.1927817E-001,-3.3960802E-003, 2.2115119E-003, 9.0000000E-001
 7.0360678E+001,-7.9939345E-003, 8.1711225E-006, 1.1834951E-001,-3.3472041E-003, 2.4384221E-003, 9.0000000E-001
 7.0993133E+001,-7.9827860E-003, 8.1257199E-006, 1.1736986E-001,-2.9296807E-003, 2.5116702E-003, 9.0000000E-001
 7.1625589E+001,-7.9703546E-003, 8.1162517E-006, 1.1643163E-001,-2.1998830E-003, 2.4261376E-003, 9.0000000E-001
 7.2258045E+001,-7.9567376E-003, 8.1413024E-006, 1.1562284E-001,-1.2507266E-003, 2.1955182E-003, 9.0000000E-001
 7.2890500E+001,-7.9423152E-003, 8.1956597E-006, 1.1501918E-001,-1.9998901E-004, 1.8498792E-003, 9.0000000E-001
 7.3681069E+001,-7.9257395E-003, 8.2825705E-006, 1.1466279E-001, 9.3991718E-004, 1.3754450E-003, 9.0000000E-001
 7.4313525E+001,-7.9092780E-003, 8.3841271E-006, 1.1467033E-001, 1.8801987E-003, 8.7700356E-004, 9.0000000E-001
 7.4945981E+001,-7.8949243E-003, 8.4778282E-006, 1.1500509E-001, 2.4256609E-003, 4.6488832E-004, 9.0000000E-001
 7.5578436E+001,-7.8808703E-003, 8.5666075E-006, 1.1561569E-001, 2.6391005E-003, 1.2005531E-004, 9.0000000E-001
 7.6210892E+001,-7.8670299E-003, 8.6435082E-006, 1.1644859E-001, 2.5069911E-003,-1.3452300E-004, 9.0000000E-001
 7.6843347E+001,-7.8532750E-003, 8.7020540E-006, 1.1742742E-001, 2.0622313E-003,-2.9046572E-004, 9.0000000E-001
 7.7475803E+001,-7.8394251E-003, 8.7364359E-006, 1.1846005E-001, 1.3795141E-003,-3.5336685E-004, 9.0000000E-001
 7.8108258E+001,-7.8253686E-003, 8.7421665E-006, 1.1944826E-001, 5.6524549E-004,-3.4006883E-004, 9.0000000E-001
 7.8740714E+001,-7.8110589E-003, 8.7170328E-006, 1.2029844E-001,-2.5660728E-004,-2.7467512E-004, 9.0000000E-001
 7.9373169E+001,-7.7964674E-003, 8.6619958E-006, 1.2093207E-001,-9.6119347E-004,-1.8428621E-004, 9.0000000E-001
 8.0005625E+001,-7.7815488E-003, 8.5816042E-006, 1.2129437E-001,-1.4398457E-003,-9.5005862E-005, 9.0000000E-001
 8.0638080E+001,-7.7662251E-003, 8.4836203E-006, 1.2136074E-001,-1.6155809E-003,-2.8482803E-005, 9.0000000E-001
 8.1270536E+001,-7.7504049E-003, 8.3778388E-006, 1.2114015E-001,-1.4548836E-003, 6.2017304E-007, 9.0000000E-001
 8.2061105E+001,-7.7319422E-003, 8.2623500E-006, 1.2059763E-001,-8.8718964E-004,-1.9810665E-005, 9.0000000E-001
 8.2693561E+001,-7.7127348E-003, 8.1612987E-006, 1.1985151E-001,-1.9010573E-005,-8.9030780E-005, 9.0000000E-001
 8.3326016E+001,-7.6949727E-003, 8.0906542E-006, 1.1910720E-001, 8.9861914E-004,-1.8026297E-004, 9.0000000E-001
 8.3958472E+001,-7.6765577E-003, 8.0400804E-006, 1.1838545E-001, 1.8153339E-003,-2.7953196E-004, 9.0000000E-001
 8.4590927E+001,-7.6574325E-003, 8.0090869E-006, 1.1777155E-001, 2.6004697E-003,-3.6581030E-004, 9.0000000E-001
 8.5223383E+001,-7.6376921E-003, 7.9956942E-006, 1.1733538E-001, 3.1393659E-003,-4.1985030E-004, 9.0000000E-001
 8.5855838E+001,-7.6174415E-003, 7.9975713E-006, 1.1712492E-001, 3.3493299E-003,-4.2835568E-004, 9.0000000E-001
 8.6488294E+001,-7.5968892E-003, 8.0128317E-006, 1.1716241E-001, 3.1910733E-003,-3.8692563E-004, 9.0000000E-001
 8.7120750E+001,-7.5763284E-003, 8.0402768E-006, 1.1744287E-001, 2.6742197E-003,-3.0117417E-004, 9.0000000E-001
 8.7753205E+001,-7.5560800E-003, 8.0790771E-006, 1.1793517E-001, 1.8563324E-003,-1.8591056E-004, 9.0000000E-001
 8.8385661E+001,-7.5363949E-003, 8.1280937E-006, 1.1858632E-001, 8.3551472E-004,-6.2497438E-005, 9.0000000E-001
 8.9018116E+001,-7.5174037E-003, 8.1851524E-006, 1.1932802E-001,-2.6218025E-004, 4.4923188E-005, 9.0000000E-001
 8.9808686E+001,-7.4969581E-003, 8.2542484E-006, 1.2017423E-001,-1.4119355E-003, 1.1669073E-004, 9.0000000E-001
 9.0441141E+001,-7.4775417E-003, 8.3212711E-006, 1.2093399E-001,-2.3061784E-003, 1.1602491E-004, 9.0000000E-001
 9.1073597E+001,-7.4613427E-003, 8.3716532E-006, 1.2145474E-001,-2.7517405E-003, 3.9401692E-005, 9.0000000E-001
 9.1706052E+001,-7.4463453E-003, 8.4068514E-006, 1.2177908E-001,-2.8058375E-003,-1.0762274E-004, 9.0000000E-001
 9.2338508E+001,-7.4327288E-003, 8.4219182E-006, 1.2187994E-001,-2.4543957E-003,-3.1505979E-004, 9.0000000E-001
 9.2970963E+001,-7.4206728E-003, 8.4142525E-006, 1.2175606E-001,-1.7342038E-003,-5.6406797E-004, 9.0000000E-001
 9.3603419E+001,-7.4103369E-003, 8.3841682E-006, 1.2143265E-001,-7.2871368E-004,-8.2857742E-004, 9.0000000E-001
 9.4235874E+001,-7.4019305E-003, 8.3348569E-006, 1.2095855E-001, 4.4252845E-004,-1.0777498E-003, 9.0000000E-001
 9.4868330E+001,-7.3955736E-003, 8.2717505E-006, 1.2039929E-001, 1.6396128E-003,-1.2792227E-003, 9.0000000E-001
 9.5500785E+001,-7.3913346E-003, 8.2014363E-006, 1.1982832E-001, 2.7204460E-003,-1.4030946E-003, 9.0000000E-001
 9.6133241E+001,-7.3891894E-003, 8.1303717E-006, 1.1931777E-001, 3.5594226E-003,-1.4266759E-003, 9.0000000E-001
 9.6765696E+001,-7.3891600E-003, 8.0637108E-006, 1.1892900E-001, 4.0648473E-003,-1.3395033E-003, 9.0000000E-001
 9.7398152E+001,-7.3912650E-003, 8.0045965E-006, 1.1870515E-001, 4.1907985E-003,-1.1464575E-003, 9.0000000E-001
 9.8188721E+001,-7.3962171E-003, 7.9486398E-006, 1.1867931E-001, 3.8789574E-003,-8.2773359E-004, 9.0000000E-001
 9.8821177E+001,-7.4035501E-003, 7.9028606E-006, 1.1887269E-001, 3.1864162E-003,-4.5231679E-004, 9.0000000E-001
 9.9453632E+001,-7.4118707E-003, 7.8706846E-006, 1.1920868E-001, 2.3418830E-003,-1.1706575E-004, 9.0000000E-001
 1.0008609E+002,-7.4215120E-003, 7.8467489E-006, 1.1965156E-001, 1.4119713E-003, 1.7386213E-004, 9.0000000E-001
 1.0071854E+002,-7.4321833E-003, 7.8326053E-006, 1.2015183E-001, 5.2096778E-004, 3.8425406E-004, 9.0000000E-001
 1.0135100E+002,-7.4436794E-003, 7.8304943E-006, 1.2065969E-001,-2.1809162E-004, 4.9057572E-004, 9.0000000E-001
 1.0198345E+002,-7.4558165E-003, 7.8423207E-006, 1.2113054E-001,-7.1743786E-004, 4.8563655E-004, 9.0000000E-001
 1.0261591E+002,-7.4682971E-003, 7.8685114E-006, 1.2152904E-001,-9.2526488E-004, 3.7939113E-004, 9.0000000E-001
 1.0324837E+002,-7.4807992E-003, 7.9072936E-006, 1.2183175E-001,-8.3212002E-004, 1.9710459E-004, 9.0000000E-001
 1.0388082E+002,-7.4929469E-003, 7.9547272E-006, 1.2202822E-001,-4.7210136E-004,-2.4583167E-005, 9.0000000E-001
 1.0451328E+002,-7.5044290E-003, 8.0054691E-006, 1.2212030E-001, 8.1803794E-005,-2.4312323E-004, 9.0000000E-001
 1.0514573E+002,-7.5149369E-003, 8.0539714E-006, 1.2212016E-001, 7.2797225E-004,-4.1621347E-004, 9.0000000E-001
 1.0593630E+002,-7.5252288E-003, 8.1000177E-006, 1.2203361E-001, 1.4174519E-003,-5.0962792E-004, 9.0000000E-001
 1.0656876E+002,-7.5336942E-003, 8.1341743E-006, 1.2189258E-001, 1.9247848E-003,-4.7219797E-004, 9.0000000E-001
 1.0720121E+002,-7.5394054E-003, 8.1531390E-006, 1.2174812E-001, 2.1104896E-003,-3.1586513E-004, 9.0000000E-001
 1.0783367E+002,-7.5433421E-003, 8.1621291E-006, 1.2160975E-001, 1.9952168E-003,-5.9720619E-005, 9.0000000E-001
 1.0846612E+002,-7.5453620E-003, 8.1619395E-006, 1.2149323E-001, 1.5721131E-003, 2.6552727E-004, 9.0000000E-001
 1.0909858E+002,-7.5452143E-003, 8.1528199E-006, 1.2140649E-001, 8.7980566E-004, 6.1601150E-004, 9.0000000E-001
 1.0973103E+002,-7.5427085E-003, 8.1340974E-006, 1.2134996E-001,-2.8883330E-006, 9.4031314E-004, 9.0000000E-001
 1.1036349E+002,-7.5377957E-003, 8.1043741E-006, 1.2131817E-001,-9.6811888E-004, 1.1862221E-003, 9.0000000E-001
 1.1099595E+002,-7.5305848E-003, 8.0622604E-006, 1.2130228E-001,-1.8939824E-003, 1.3078645E-003, 9.0000000E-001
 1.1162840E+002,-7.5213890E-003, 8.0073999E-006, 1.2129272E-001,-2.6610715E-003, 1.2722302E-003, 9.0000000E-001
 1.1226086E+002,-7.5106506E-003, 7.9413798E-006, 1.2128128E-001,-3.1683718E-003, 1.0641216E-003, 9.0000000E-001
 1.1289331E+002,-7.4989289E-003, 7.8681508E-006, 1.2126281E-001,-3.3463619E-003, 6.8928167E-004, 9.0000000E-001
 1.1352577E+002,-7.4866882E-003, 7.7937309E-006, 1.2123635E-001,-3.1656212E-003, 1.7499239E-004, 9.0000000E-001
 1.1431634E+002,-7.4727662E-003, 7.7176950E-006, 1.2120195E-001,-2.5456725E-003,-5.1223946E-004, 9.0000000E-001
 1.1494879E+002,-7.4589045E-003, 7.6577631E-006, 1.2117394E-001,-1.5847386E-003,-1.2278516E-003, 9.0000000E-001
 1.1558125E+002,-7.4466892E-003, 7.6239779E-006, 1.2116801E-001,-5.3410267E-004,-1.8099741E-003, 9.0000000E-001
 1.1621370E+002,-7.4345322E-003, 7.6099942E-006, 1.2119283E-001, 5.7668555E-004,-2.2716270E-003, 9.0000000E-001
 1.1684616E+002,-7.4224011E-003, 7.6148505E-006, 1.2125910E-001, 1.6282004E-003,-2.5579798E-003, 9.0000000E-001
 1.1747862E+002,-7.4103178E-003, 7.6358835E-006, 1.2137314E-001, 2.5126579E-003,-2.6333818E-003, 9.0000000E-001
 1.1811107E+002,-7.3983077E-003, 7.6698153E-006, 1.2153464E-001, 3.1484674E-003,-2.4868596E-003, 9.0000000E-001
 1.1874353E+002,-7.3864156E-003, 7.7135966E-006, 1.2173556E-001, 3.4908973E-003,-2.1342731E-003, 9.0000000E-001
 1.1937598E+002,-7.3746720E-003, 7.7646827E-006, 1.2196025E-001, 3.5371110E-003,-1.6167313E-003, 9.0000000E-001
 1.2000844E+002,-7.3630384E-003, 7.8207059E-006, 1.2218706E-001, 3.3248033E-003,-9.9541913E-004, 9.0000000E-001
 1.2064089E+002,-7.3514514E-003, 7.8788472E-006, 1.2239126E-001, 2.9246986E-003,-3.4360752E-004, 9.0000000E-001
 1.2127335E+002,-7.3398052E-003, 7.9353057E-006, 1.2254900E-001, 2.4284182E-003, 2.6285001E-004, 9.0000000E-001
 1.2190580E+002,-7.3280535E-003, 7.9852084E-006, 1.2264132E-001, 1.9337750E-003, 7.5507663E-004, 9.0000000E-001
 1.2269637E+002,-7.3146081E-003, 8.0262965E-006, 1.2265210E-001, 1.4930899E-003, 1.1017965E-003, 9.0000000E-001
 1.2332883E+002,-7.3009640E-003, 8.0458394E-006, 1.2257006E-001, 1.2508531E-003, 1.2036863E-003, 9.0000000E-001
 1.2396128E+002,-7.2886891E-003, 8.0400207E-006, 1.2242692E-001, 1.2467396E-003, 1.0737111E-003, 9.0000000E-001
 1.2459374E+002,-7.2763975E-003, 8.0113196E-006, 1.2223945E-001, 1.4298005E-003, 7.6584450E-004, 9.0000000E-001
 1.2522620E+002,-7.2641239E-003, 7.9603730E-006, 1.2203244E-001, 1.7570270E-003, 3.2756176E-004, 9.0000000E-001
 1.2585865E+002,-7.2518893E-003, 7.8890195E-006, 1.2183249E-001, 2.1583935E-003,-1.7761406E-004, 9.0000000E-001
 1.2649111E+002,-7.2396964E-003, 7.7993006E-006, 1.2166468E-001, 2.5473723E-003,-6.7802132E-004, 9.0000000E-001
 1.2712356E+002,-7.2275783E-003, 7.6925874E-006, 1.2154936E-001, 2.8336815E-003,-1.1027642E-003, 9.0000000E-001
