s,kW,kW,kW,kW,kW,kW,kW,kW,kW,kg/s,kg/s
 4.5853027E+001, 0.0000000E+000, 0.0000000E+000,-1.1277189E-010,-1.3377448E-010, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000, 2.6074264E-009,-2.4654637E-010, 0.0000000E+000, 0.0000000E+000
 4.6485481E+001, 0.0000000E+000, 0.0000000E+000,-1.1731936E-010,-1.3542199E-010, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000, 2.6215076E-009,-2.5274135E-010, 0.0000000E+000, 0.0000000E+000
 4.7117939E+001, 0.0000000E+000, 0.0000000E+000,-1.2195960E-010,-1.3705473E-010, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000, 2.5936212E-009,-2.5901433E-010, 0.0000000E+000, 0.0000000E+000
 4.7750393E+001, 0.0000000E+000, 0.0000000E+000,-1.2668534E-010,-1.3867258E-010, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000, 2.6162617E-009,-2.6535792E-010, 0.0000000E+000, 0.0000000E+000
 4.8382847E+001, 0.0000000E+000, 0.0000000E+000,-1.3147383E-010,-1.4028061E-010, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000, 2.6107396E-009,-2.7175444E-010, 0.0000000E+000, 0.0000000E+000
 4.9173416E+001, 0.0000000E+000, 0.0000000E+000,-1.3696808E-010,-1.4204257E-010, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000, 2.6126723E-009,-2.7901065E-010, 0.0000000E+000, 0.0000000E+000
 4.9805874E+001, 0.0000000E+000, 0.0000000E+000,-1.4255875E-010,-1.4387228E-010, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000, 2.6231643E-009,-2.8643103E-010, 0.0000000E+000, 0.0000000E+000
 5.0438328E+001, 0.0000000E+000, 0.0000000E+000,-1.4759371E-010,-1.4544857E-010, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000, 2.6175502E-009,-2.9304228E-010, 0.0000000E+000, 0.0000000E+000
 5.1070786E+001, 0.0000000E+000, 0.0000000E+000,-1.5269507E-010,-1.4701026E-010, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000, 2.6215997E-009,-2.9970532E-010, 0.0000000E+000, 0.0000000E+000
 5.1703239E+001, 0.0000000E+000, 0.0000000E+000,-1.5784917E-010,-1.4855966E-010, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000, 2.6234404E-009,-3.0640883E-010, 0.0000000E+000, 0.0000000E+000
 5.2335697E+001, 0.0000000E+000, 0.0000000E+000,-1.6304966E-010,-1.5010167E-010, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000, 2.6146051E-009,-3.1315134E-010, 0.0000000E+000, 0.0000000E+000
 5.2968151E+001, 0.0000000E+000, 0.0000000E+000,-1.6827198E-010,-1.5164189E-010, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000, 2.6272138E-009,-3.1991387E-010, 0.0000000E+000, 0.0000000E+000
 5.3600605E+001, 0.0000000E+000, 0.0000000E+000,-1.7351158E-010,-1.5317666E-010, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000, 2.6238085E-009,-3.2668824E-010, 0.0000000E+000, 0.0000000E+000
 5.4233063E+001, 0.0000000E+000, 0.0000000E+000,-1.7877301E-010,-1.5470437E-010, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000, 2.6168139E-009,-3.3347738E-010, 0.0000000E+000, 0.0000000E+000
 5.4865517E+001, 0.0000000E+000, 0.0000000E+000,-1.8405808E-010,-1.5622525E-010, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000, 2.6323677E-009,-3.4028333E-010, 0.0000000E+000, 0.0000000E+000
 5.5497974E+001, 0.0000000E+000, 0.0000000E+000,-1.8933770E-010,-1.5773764E-010, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000, 2.6276740E-009,-3.4707534E-010, 0.0000000E+000, 0.0000000E+000
 5.6130428E+001, 0.0000000E+000, 0.0000000E+000,-1.9462459E-010,-1.5924365E-010, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000, 2.6307111E-009,-3.5386824E-010, 0.0000000E+000, 0.0000000E+000
 5.6762882E+001, 0.0000000E+000, 0.0000000E+000,-1.9995332E-010,-1.6074808E-010, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000, 2.6263855E-009,-3.6070140E-010, 0.0000000E+000, 0.0000000E+000
 5.7553452E+001, 0.0000000E+000, 0.0000000E+000,-2.0603966E-010,-1.6247838E-010, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000, 2.6293858E-009,-3.6851804E-010, 0.0000000E+000, 0.0000000E+000
 5.8185909E+001, 0.0000000E+000, 0.0000000E+000,-2.1221058E-010,-1.6412834E-010, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000, 2.6366933E-009,-3.7633892E-010, 0.0000000E+000, 0.0000000E+000
 5.8818363E+001, 0.0000000E+000, 0.0000000E+000,-2.1778214E-010,-1.6562412E-010, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000, 2.6260173E-009,-3.8340626E-010, 0.0000000E+000, 0.0000000E+000
 5.9450821E+001, 0.0000000E+000, 0.0000000E+000,-2.2345375E-010,-1.6711668E-010, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000, 2.6287784E-009,-3.9057044E-010, 0.0000000E+000, 0.0000000E+000
 6.0083275E+001, 0.0000000E+000, 0.0000000E+000,-2.2922086E-010,-1.6860574E-010, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000, 2.6425835E-009,-3.9782659E-010, 0.0000000E+000, 0.0000000E+000
 6.0715733E+001, 0.0000000E+000, 0.0000000E+000,-2.3506527E-010,-1.7009209E-010, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000, 2.6269377E-009,-4.0515737E-010, 0.0000000E+000, 0.0000000E+000
 6.1348186E+001, 0.0000000E+000, 0.0000000E+000,-2.4099791E-010,-1.7157740E-010, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000, 2.6327358E-009,-4.1257530E-010, 0.0000000E+000, 0.0000000E+000
 6.1980640E+001, 0.0000000E+000, 0.0000000E+000,-2.4701239E-010,-1.7306398E-010, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000, 2.6386260E-009,-4.2007637E-010, 0.0000000E+000, 0.0000000E+000
 6.2613098E+001, 0.0000000E+000, 0.0000000E+000,-2.5310328E-010,-1.7455149E-010, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000, 2.6349447E-009,-4.2765477E-010, 0.0000000E+000, 0.0000000E+000
 6.3245552E+001, 0.0000000E+000, 0.0000000E+000,-2.5926238E-010,-1.7603939E-010, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000, 2.6330119E-009,-4.3530177E-010, 0.0000000E+000, 0.0000000E+000
 6.3878010E+001, 0.0000000E+000, 0.0000000E+000,-2.6549696E-010,-1.7752680E-010, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000, 2.6412950E-009,-4.4302376E-010, 0.0000000E+000, 0.0000000E+000
 6.4510468E+001, 0.0000000E+000, 0.0000000E+000,-2.7179522E-010,-1.7900435E-010, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000, 2.6243607E-009,-4.5079957E-010, 0.0000000E+000, 0.0000000E+000
 6.5301033E+001, 0.0000000E+000, 0.0000000E+000,-2.7895203E-010,-1.8061758E-010, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000, 2.6402827E-009,-4.5956961E-010, 0.0000000E+000, 0.0000000E+000
 6.5933487E+001, 0.0000000E+000, 0.0000000E+000,-2.8615977E-010,-1.8231277E-010, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000, 2.6135927E-009,-4.6847255E-010, 0.0000000E+000, 0.0000000E+000
 6.6565948E+001, 0.0000000E+000, 0.0000000E+000,-2.9259809E-010,-1.8379367E-010, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000, 2.6472773E-009,-4.7639175E-010, 0.0000000E+000, 0.0000000E+000
 6.7198402E+001, 0.0000000E+000, 0.0000000E+000,-2.9904822E-010,-1.8527608E-010, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000, 2.6288704E-009,-4.8432430E-010, 0.0000000E+000, 0.0000000E+000
 6.7830856E+001, 0.0000000E+000, 0.0000000E+000,-3.0551928E-010,-1.8675962E-010, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000, 2.6354048E-009,-4.9227890E-010, 0.0000000E+000, 0.0000000E+000
 6.8463310E+001, 0.0000000E+000, 0.0000000E+000,-3.1201398E-010,-1.8824793E-010, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000, 2.6294226E-009,-5.0026192E-010, 0.0000000E+000, 0.0000000E+000
 6.9095764E+001, 0.0000000E+000, 0.0000000E+000,-3.1852960E-010,-1.8974170E-010, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000, 2.6419393E-009,-5.0827130E-010, 0.0000000E+000, 0.0000000E+000
 6.9728226E+001, 0.0000000E+000, 0.0000000E+000,-3.2506978E-010,-1.9124027E-010, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000, 2.6160776E-009,-5.1631005E-010, 0.0000000E+000, 0.0000000E+000
 7.0360680E+001, 0.0000000E+000, 0.0000000E+000,-3.3166179E-010,-1.9274252E-010, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000, 2.6394544E-009,-5.2440431E-010, 0.0000000E+000, 0.0000000E+000
 7.0993134E+001, 0.0000000E+000, 0.0000000E+000,-3.3831020E-010,-1.9424840E-010, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000, 2.6333801E-009,-5.3255860E-010, 0.0000000E+000, 0.0000000E+000
 7.1625587E+001, 0.0000000E+000, 0.0000000E+000,-3.4501682E-010,-1.9575882E-010, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000, 2.6392703E-009,-5.4077564E-010, 0.0000000E+000, 0.0000000E+000
 7.2258041E+001, 0.0000000E+000, 0.0000000E+000,-3.5178527E-010,-1.9727473E-010, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000, 2.6244527E-009,-5.4906001E-010, 0.0000000E+000, 0.0000000E+000
 7.2890503E+001, 0.0000000E+000, 0.0000000E+000,-3.5863650E-010,-1.9879368E-010, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000, 2.6285023E-009,-5.5743018E-010, 0.0000000E+000, 0.0000000E+000
 7.3681068E+001, 0.0000000E+000, 0.0000000E+000,-3.6645361E-010,-2.0054337E-010, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000, 2.6292385E-009,-5.6699697E-010, 0.0000000E+000, 0.0000000E+000
